V1,V6
0,"@hannahsix cream for his eye and he may have herpes - not ocular herpes, but a different strain.    He's doing okay though."
0,gotta repeat  whole art folio cuz old one with a whole terms work got wet 
0,I'm ready for the weekend already. It's only Monday. 
0,@lovebscott umm nope..think im an insomniac ..plus i got the flu...i'lll be sleepin like a phuckin fish outta water any minute now! 
0,"has Finland sleeping for the night, not really enough time "
0,@lunafiko can't wait to try em but prolly have to wait until next weekend at the earliest 
0,Shiner is taking up all my bed and blankets! 
0,@clarianne APRIL 9TH ISN'T COMING SOON ENOUGH 
0,wants to cry 
0,I need to go to the bank tomorrow before I go broke... 
0,"This earthquake in italy has me sadden.  it's only three hours away from naples, where my family is "
0,"i should be sleeping, i have a stressed out week coming to me. "
0,@dragoneer Yea   I am working tp hack my server to do the 12player thing for folks
0,has hurt her ankle!! and is going to the dr 
0,@raymondroman oh noes. how did you manage to send something to the trash can AND empty it without noticing! i feel for ya 
0,Lost my free copy of radioactive so can't put it on my ipod grr!And i can't go out + buy 'nother coz it came with that paper 
0,doing make up shit 
0,"Photoshop, I hate it when you crash "
0,vacations makes me feel sick! 
0,you shouldn't have gone 
0,listening to Murd and 9th wonder- just chillen out missing my crazy sex life  
0,"@louie094: shooting!?!! be careful, luisa "
0,@hillary006 I'm sure everyone has ruined my gift to you  Whitney has my serious Cell #...We doing easter as well?
0,is at Beso in Hollywood... so tired 
0,"I don't want to wake up early tomorrow.  Damn you, work!"
0,just finished watching the movie Prayers for Bobby. Broke my heart 
0,@syekr is myki really horrible? 
0,@stephenkruiser i had 2 put my dog down today too  someone ran her over
0,@NevadaWolf Sorry to hear about your DNF run tonight. Always a risk to get bad coords on an FTF!! 
0,"@Honey3223 I did get some disgruntled people when I wrote my ESN, but the 1000 hits in one day made up for it. Bill pulls in 250 tops "
0,"@moony394 OHH! OMG. LMAO. I'm crying right now, LOL! KUTNERRRR was the best! "
0,came back from running and took a shower...why does my lower stomach still hurt after exercising? 
0,watching Fallon with mom and working on a project...school is hard 
0,56 min till home time and counting! I have a craving to visit the MAC store but they will have closed by the time I get there 
0,@stephenkruiser I am so sorry to hear that!  Take care!
0,@PaulColes  hmmm...greed is good when it motivates the individual to do better-not so much when it takes away from others 
0,"@GABBYiSACTiVE brat! You have to rub it in, don't you.... I want a mocha "
0,KUTNERRRR!  WHY??? WHY??????  And to think that 13 is still on the show?? UGH. Kutner/Kal Penn - you've been the bright star in Ho ...
0,@redvinylgirl my mom has it. I wish you the best of luck 
0,I so hate homeworks -.- My head hurts so bad 
0,got the ebay blues! item i want jumped from no bidders to over $100 in an hour.. still has 3 hours to go. i'd better not get my hopes up 
0,@gigdiary I know -  was a little depressed that we ate so much last night there were no leftovers today 
0,"well the pc in my living room suffered a fatal partion lost, all my itunes library is gone.. and some docs with pics.... "
0,sad day: manu out for the season 
0,@stephenkruiser You poor spunky...its so sad...my Rotti made it to 10 and I had to go down the same path....I know how you feel 
0,im sooo sad right now  i need a hug
0,"wants her step brother home  im so worried, you dont even know. i hope he knows how much i care for him..."
0,@heidimontag just got done watching the hills! loved it! excited for the next episode! and im sad this is the last season! 
0,@ryanmwilson aww that stinks!  *hugs*
0,"I'm tired. I feel like crap. And the world feels all crummy. Make me happy, USB disco mouse. "
0,"i dont want to believe what im reading...buu,so sad "
0,Wondering why gamebattles is down 
0,White trash vs us... We were outnumbered.  http://twitpic.com/2y3jp
0,"@emitstop So true, I have it and don't use it "
0,"Spring break is here at last, but no one is here to celebrate "
0,Morning! Bah Car won't start.. waiting for the ANWB.... 
0,"@katebornstein which is pretty anti memorial tattoos   but for all but the strictest, there's no official BAN, just disapproving family"
0,"Balamurugan, a longterm member of the team is leaving this month. We'll miss working with him  hope he does well in his next venture"
0,@JustGelo Its sad knowing how they found her body. What a crazy world we live in. No child deserves that ya know. 
0,"I wanna rock a Maxi dress @ Coachella, but lacking funding "
0,Of course the baby is screaming in the crib the night before my first day back at work.  So I let him cry it out? Boooo
0,"I am home missing my baby  Busy week ahead Fri is a chill day with my guy and kids, Egg hunt Sat, Spiral and DMB Sat night and Easter!"
0,@FollowSavvy I never found her. everytime I click on her twitter thing through your myspace..... it goes to some dude's page 
0,@stephenkruiser that's horrible  sorryto hear that.
0,@David_Henrie i cant find it! it says dtmafiaofficial doesnt exist!there's jus 1 dtmafia i found n u dun seem to b followin it  wht to do?
0,i thought you would support me on this 
0,"augh, eff sarth  i stole some of MIL's nail polish, its pretty! =o"
0,Wishes I was on the Spring Fling Tour with Dawn &amp
0,The Hoyts Distribution NZ website isn't working for me. Great. And it HAS to be like this when I need it most 
0,@crummyasshole i don't like that they only had him in the first movie  cillian murphy is hot 
0,wishes for good old cartoons to come back. ie: Captain Planet! Where's Wally! Daria! (sadness  )
0,not feeling v good abt myself 
0,i just got a text from sarah 
0,Another day at centre point - this time an early start so guessing train will be rammed with commuters 
0,"Four games this fall: Modern Warfare 2, Halo 3 ODST, Brutal Legend, and Bioshock 2 I need more cash "
0,"@d_castillo ugh, that's disconcerting "
0,@Devinthedude007 actually the whole site has finally been taken over by those damn russians 
0,MY TWEETS ARENT GOING THROUGH 
0,"Just finished a delicious breakfast, my last in Paris  I'll miss milk, europe has the tastiest milk in the world, I don't drink it in US."
0,"iLearn is down and out, great considering finals are this week... "
0,@Carmonium i'm stressed outttt 
0,Also I shouldve Bern asleep an hour ago 
0,trying to figure out this twitter thing...none of my friends are on  yet. Soo much to see.
0,Re-pinging @Kyle44: Custom icons I made! =] look cool but the edges could be less square  might look bad on a diff background
0,I want to be back in LA 
0,@enterbelladonna i dunno how to use the forum and i get frustrated with it. i'll miss talking to you on here. 
0,@lilbucknuts41 not an option 
0,@georgeruiz Unfortunately one of those moments wasn't a giant squid monster. 
0,@thestar_rage I want one too    is the branch in MidV open too?
0,"@daNanner aw, sorry to hear that. "
0,"Change of plans, we ordered Macs instead. Time to hit the books! "
0,@polhillian YUP. 
0,@NKDreamer did you see Donnie's tweet stats? almost 700 @ replies...and no JRK 
0,"@tim_grainger nah, I haven't received my stimulus yet "
0,@ikimb0 i just seen ur tweet . plz write bak if u get this. i havnt got one reply bak 
0,@McCainBlogette Awwwww and you were trying to go to sleep 3 hours ago 
0,"@stephenkruiser I'm so sorry to hear that.  It's always sad when we lose those close to us, as we loved them."
0,cant sleep but im still feelin like a piece of shit 
0,@stephenkruiser oh  my sympathies. it's a hard decision. i always hope my old border collie will go in her sleep. she's 14 too. *hug*
0,@josephheustess ...well there was this really cool part where... i wont spoil it 
0,@limbecky I'm doing the time warp without you and am sad. 
0,"@theresawhite this is true, lol but it's still a slap in the face after such a warm end of march "
0,I hate converting movies just to put em on my itouch 
0,gross i have a pimple 
0,@Torturedlady yea  ma'naaaaaaaaaaaaaaaaaaaam (marwan accent) lol
0,one less follower tonight 
0,@Unholyknight so did your mom last night.  brb while I figure out whether I just burned you or myself the most.
0,I feel like I am the only &quot
0,@Wyldceltic1 He has Karate tournament in 8 weeks  
0,going to sleep can't be up until 1am again...and no I didn't finish my statistics homework! 
0,North carolina baby!! Aint nothin stopping them but the nba draft 
0,Can't sleep again 
0,"I reaaly miss john mayer's twitters.  fuck rude people. Remove him if you don't like his tweets, bitchfucks."
0,is going to have a late one at MQU today 
0,im so tired of work...i need a life.... 
0,"just leavin work, my feet hurt "
0,@PlayRadioPlay that was so sad and unexpected.  i totally cried haha.
0,Superneej: Morning! Bah Car won't start.. waiting for the ANWB.... 
0,Still doing my homework!!! 
0,A little sad 
0,@deepbluesealove My Mom &amp
0,should've been asleep two hours ago 
0,@stephenkruiser So sorry to hear about your dog. 
0,"Funny how the little things make me homesick, criminals breakn n2 a brownstone on LawNOrd CI made me misty "
0,"@djsoulsister yeah, great vid. I had the 12&quot; single, but sold it a few years ago "
0,im on val's mac in iitsc clubroom. still sweating 
0,@stephenkruiser awww so sad!!!  I'm so sorry!!
0,UpdatingFFE.  That gives me nothing to do for a good twenty minutes!
0,"Hot compress not rily workng for pulled muscle  gng to bed, good night"
0,Have an invite for &quot
0,@stephenkruiser I'm so sorry to hear about your dog   wishing you happier days to come!
0,@hellivina I miss 'em too. 
0,"@misstoriblack cool , i have no tweet apps  for my razr 2"
0,I'm off too bed. I gotta wake up hella early tomorrow morning. 
0,still procrastinating... i hate organizing my clothes  there's just so much....
0,"Just been playing with the new Mobbler v0.4.0 and it adds some great new features, but won't play music on my E71, like v0.3.5 did "
0,@latroneb oh but there's one bestie missing 
0,"@esuriospiritus time to come back to flawda for double dates! no, seriously, i'm sorry to hear that. "
0,I'm up way to late to be working for a client 12:10 AM  #fb
0,blegghhhh i have to go to work 
0,Back at work  @ John Muir Dr http://loopt.us/KoqAbg
0,@DAChesterFrench I emailed you yesterday and u never responded 
0,It's going to be a long year for A's fans. 
0,Just got done watching the new House episode.Definitely one of the saddest episodes ever. 
0,Man... taxes suck.  I'm horrified that i did something wrong on them.  TurboTax decided to keep around a lot of the stuff I turned off.  
0,Sleep time.  Tomorrow is gonna suck 
0,WTF Not Kutner!  Oh I'm so pissed @ House.  I mean really WTF   
0,@AmberPacific i know i dont know why i said that 
0,CASH RULES EVERYTHING AROUND ME 
0,Just picked up some oats from the market to eat for breakfast with my boy @adamgoldston now time to do work at USC... late night 
0,i feel sick  too much icecream
0,@faithgg45  this computer doesn't have shockwave...blah  no account yet
0,@RubyRose1 awww wish i could go! but its in sydney 
0,@luxuryprgal hahaha suriously! I feel like everyone knows this show is a joke except lc! 
0,"I just can't spell today, i totally suck "
0,are you vaccinated against chicken-pox?should I vaccinate my 3 yr old?I am SO confused about this damn thing 
0,@ school  at least last day!!!!!!
0,Yawwwn! Gotta get up early tomorrow  who's ready for the weekend???
0,i miss being at home for calving season...sad that black one died this morning  wish i had some bottle calves!
0,@stephenkruiser i so sorry for your loss. my brother dog sam is sick w/cushings disease. 
0,Back to work. I get to spend the next 8 hours alone in the dispatch room 
0,"there's a new kind of starburst: favereds. sounds fab, bc cherry and strawberry are MY fav red's but they added watermellon and its yucky "
0,"Well, so much for being productive on my 2 days off from Angels "
0,@andreabakes Oh gee - insomnia sucks   Have you tried melatonin?
0,@vivekg86 Good to hear that we have support in NetBeans. But then its NetBeans you know 
0,@heidimontag I wish we would get it the same time at the rest of world. unfornately I am in Cairo and have to wait for mtva to play it 
0,heartbroken over little sandra. prayers are with the family. 
0,"@hadtobeyou I'm at 900 words, it's all can do  I'll finish tomorrow maybe"
0,@shortiethug how come ur background covers the screen but mine is in the corner? 
0,"Wrote exactly three lines of dialogue tonight, then gave up. "
0,@ashman01 My only complaint about Facebook is they've changed it so much it's confusing 
0,Sliced my finger 
0,going thru town and traffic on bypass is stink 
0,Ugh can't sleep.  Wish i had a good cuddle to  Make me ass out 
0,I hate when software update downloads updates without telling me. I never know what's downloading when it is 
0,went to ihop again. Great for a diet   At least there were no kung foo pancakes this time. -Rachel-
0,The internet is hating me. Night i s'pose. 
0,@contactabe I'm so jealous.  I missed all of opening day this year 
0,It's so cruel having to wait for reviews to come in.  So far it looks like Star Trek will be the best film of the year!
0,"Debating if I should just shower now, so I can sleep a little later tomorrow "
0,My stress always culminates with physical pain.  
0,need to sleep. but cant 
0,my little pinky finger hurts so much.. 
0,@sarahsaturday I'm sorry your gift card ran out.... That suck. 
0,home for spring break. no one is home tho 
0,I accessed oneindia.mobi from a Google phone (Android). It doesn't support Indic languages 
0,Why does school take over your life so much you don't get sleep anymore  .. I am still doing school work and have more to do as well
0,@MTsiaklides aw I wish I could! I can't really speak to my yia yia because she doesn't speak english 
0,@winggato no free comp lol 
0,getting ready to clean the house from top to bottom 
0,crying  my friend is moving away tomorrow 
0,@swiftkaratechop STOP NOMNOMS!!!! ..you didn't share!  Night peoples!!
0,"thinks she is getting a cold that she caught from Daddy.  Oh no, my trip would be ruined. "
0,@moony394 yeah  is it bcoz kal penn is a visiting lecturer somewhere n cant be on the show anymore? im gonna miss him 
0,So the procrastination starts early in the quarter. I don't want to reaaaaad and write a paper 
0,What? Apparently it's 52 degress at 11pm in Washington State. I miss winter already 
0,being bored at homee 
0,massage was great. i just spilled coke all over my desk  lame. watching the simpsons as i've finished all my hills dvds.
0,@nick_carter I will wait for you at fanclub chat.. even tough you're not my favorite 
0,has a mild left inner ear infection.. and its got this irritating &quot
0,@JaneBodehouse Hey there! Nope. My cuteness @HoytFortenberry is away for awhile 
0,It's only tuesday 
0,Haha not even yo. I just didn't know how to do that @thang to you on twitter  Haha
0,Someones alarm clock or a phone woke me up at 3am...Still got my headache from yesterday night 
0,@kalichosich awww poor puppy is she ok? 
0,i might break down and eat some buffalo wings tomorrow 
0,"Sittin here w/Kayla, I really really reallly dis-like having a brother.  He doesn't know when to stop. I'm waiting for the day when one of"
0,Fed bokkie too many birthday treats-sicko 
0,"'s Kinda Bummed. An Agency Just Told Me That I Didn't Have The 'LOOK' That They Were Going For. Ladies, Please Help Me Create The 'LOOK' "
0,Work laptop is officially dead .. Not happy at all.. 
0,"My goodness, it's freezing down here !!!!! "
0,@heidimontag why do you put up with him!!!!!  You should listen to your mom 
0,is stucked in Paris and can't even travel into France (for work) 
0,"@JoannaFBeckett, i don't think there's one close by. Last time I checked, the closest one was 70 miles away! "
0,aaaaand back to my literature review  At least i have a friendly cup of coffee to keep me company.
0,I am worried that I won't get my $900 even though I paid a buttload of tax last year ! 
0,"Okay, so.. STILL NO SCHOOL!!!! "
0,IS PHONELESS  ...NOW OFF TOO SLEEP
0,"Reeked of alcohol at the dentist this morning + was drunk when i put on my tshirt, realised it had a huge stain. Dentist looked disgusted "
0,it is really cold 
0,cant sleep  she wants to dream!!
0,Can't sleep  I hate these nights when I try to go to bed early and stay awake for hours. Poo!
0,@rootbeersoup Yeah. Too bad people like a certain burrito-eating man exist. 
0,@Cronotriggers  that's sad.
0,just found out that my mum  and my adopted auntie are on twitter.. check them out my mum is TessM64 and my awesome as auntie is tania38
0,"Cannot sleep....WIDE AWAKE!!...and I gotta go to work later too. Boy, am I going to have a crappy day. "
0,struggling with eam law 
0,Why can't I sleep like her  http://twitpic.com/2y3ty
0,Bouts to start 24. Poor linny couldn't keep her eyes open.  she tired and has to work tomorrow morning. Night @ilovefatsusan.
0,My 4 year old (18 year old) is driving me around the twist...i don't want to be like this 
0,"Well, that sucked. "
0,i have to be out of my place in 3 days...any help i can get packing/painting/cleaning is much appreciated. oh. and RIP my wall  
0,"Opening a partially frozen beer= Beer on the toaster, under the oven and all over the counter. The kitchen smells like we run a speakeasy "
0,@stewiebrittany no  i dont even know how to ride it
0,"@MonaSmith sadly, yes. i think i need counciling now "
0,"making myself ready for school...don't feel like going, but have two tests "
0,Smugness gone. My train also failed to turn up so I'm heading for Victoria followed by an unpleasant tube ride to the City. 
0,Anybody know where my iPod went? 
0,"aww this earthquake in Italy has made me sad  just saw the pics on the news, it's terrible."
0,@lilibat never been able to afford to get them out. I'd much rather go through the extraction than continue with what I deal with now. 
0, Why do other pet care people try to run others out of business? Or send suspicious e-mails fishing for info?
0,@kameelahwrites &lt
0,@reannaremick doesnt work on my cell  go to sleep! =P
0,it's going to be nice again tomorrow and then the rain comes back. no nice weather for my birthday 
0,@taliasunset rock band is hard..on expert!!! 
0,@beachbassbone: roomie was home all day. All he had to do was scratch at the door. Comforter has to goto large laundromat machines. 
0,"One of the hardest thing with this schedule, no one I can chat with at the end of my day usually "
0,they killed off a character on one of my favorite shows and now i'm upset 
0,jealous of my friends who got to see the new Star Trek film in Austin tonight. 
0,Listening to Q! I got a really bad headache and a drivin lesson in ten mins.... Lucky me  i just wana sleeep!  
0,"@Steve_Buscemi SHUT UP you...I am hungry! And in Britain, home of the most boring suckassy breakfast in the world!  I MISS DENNYS!!"
0,good morning everybody! pkoi y fais pas beau  bon coffee time!
0,work again 
0,Essay time.... 
0,@chauncey78 hey did u talk to mom.. r they home yet? i hope they r ok.. wish i was coming home 4 easter.. 
0,"@endearingevania I sure wish I could go with you guys tmrw. But as per usual, school interferes. "
0,@widyatarina say what??? kal penn's leaving house?! noooooo!!! awww... i totally missed it tonight 
0,no! i lost a loyal 
0,played another hand very bad and lost half my stack 
0,It's 6.20pm - early days in a looooooong night at work 
0,@yaykimo It's sad it's the last season.  I wanna see when Spencer calls Lauren!
0,So Im done editing &quot
0,@rj i don't know what half of that means 
0,homework homework homework 
0,"worked his heart out today, doubling my weight at each station. Result: Stiff and pulled muscles... OUCH! "
0,@MeLaMachinko now i feel bad for unfollowing. 
0,"So... Tired... God I hate the new job, and only two days in "
0,Sad about Kutner being killed off my fav show House! 
0,happy for Coach Stringer (HOF c/o 2009!)...now if I can only finish my term paper on her 
0,I feel like shit. This is NOT the way I want to spend my birthday's eve 
0,"so far i have 311 on all my sites put together,  most of them were me checking out the updates i made......"
0,has a lot on her mind. I needs to make some moneys. And ideas. Nowhere is hiring! 
0,@emiliexclarkex miss you 
0,@stephenkruiser I'm so sorry to hear about your dog 
0,Too much internet. How it plagues me 
0,i miss my ex soo much 
0,Sodding M25   http://twitpic.com/2y3y0
0,oh I thought the pirate bay trial verdict was today :-s apparently it's in 10 days 
0,@featherinair call me back. 
0,"is in study hall now, and i will log off immediately.  http://plurk.com/p/mzxbg"
0,it so tired that im crying for no reason at all. im about to try to get an hour and a half in for tonight. half what i got last night. 
0,"I totally have like...  four girl options, and none of them seem viable "
0,"so far i have 311 veiws on all my sites put together,  most of them were me checking out the updates i made......"
0,Listening to Bjork's All is full of Love... crying 
0,"Omg the hills! Then I love money2, aww I think becky buckwild goes "
0,is craving for some tantan nabe  http://plurk.com/p/mzxcs
0,C'mon sean man 
0,Watching &quot
0,"Lost my phone some where.maybe in the grass, its just so long, hope it doesn't rain "
0,@tomatosalsa hope you aren't referring to me  say hello to your new stalker LOL
0,@brettyboo why were u sleeping?! Ur gonna be up all night now  how was ur bike ride?
0,"@SLessard But, but, but . . I wanna listen to the masters too!  "
0,"@Sephystryx I've been looking about for good stuff to write, but also been doing loads of uni work "
0,i feel unloved. dropped 2 tweeters 
0,"Off to London for the day on Thursday, it's gonna be raining, oh fab  won't see much on the London Eye! Still Robbie won't care bless him"
0,Completely wiped and reloaded the 8900.... Lost all BBM contacts    Going to bed sad.
0,@mykele sayyyy whaaaa? I wasn't invited... 
0,Didn't sleep too bad considering I have a workshop starting today. Beginnings of a sore throat though 
0,@astewart87 oh my gosh that made me emotional haha idk why!!! i dont want to get old 
0,We're going to post some stories manually due to Twitterfeed problem. That's why we've been so quiet lately .... 
0,i don't like lukewarm showers 
0,@linuxfoundation - Who should I contact if I need a 1099 for freelance work I did on Linux.com throughout 2008? Never got one. 
0,"@skylineking722 connor, it's me, febi  are you really really mad at me??"
0,"Need some help?! Want to buy a Macbook pro, but still inlove with my old powerbook! "
0,@michaeltao man america is so .. borez anyway lol i just realized you sent me msgs on here. i had no idea. i have no flash 
0,@hellivina @IHOPness g'knight lovely ladies. i'm sleepy now 
0,Does anybody know how to get your electrolytes back in order? With a vitamin work? I feel sick. 
0,"@sudam08  yes, someone hasn't been reading my posts properly  "
0,Almost through with my Italian homework!  Weeeeee.... now if I only understood what I was doing.  
0,Who turned the lights on? It will be time to get ip then 
0,@therealnph Twitter hates us both then.  
0,I hate the fact that I'm genuinely excited about my last tweet 
0,@celesteclara i can't sleep either 
0,"@TheBlondeTheory Between that and the Italy earthquake, it's been a very sad news day. "
0,@champagnemanoir all rain today  . Garden really needs it so not quite so bad.
0,Yawn yawn yawn!! 10 more minutes in bed 
0,@MajesticFlame ouch - sounds very sucky 
0,@bengottlieb Great idea with the iTunes promo codes - they don't work in the UK iTunes store though 
0,@mattycus  *cry* 
0,"@RumLover An empty rum barrel is a sad rum barrel. *shakes head* the horror, the horror.  "
0,It was a sleepless night 
0,@BillyBush she admitted to being a fake  
0,@BATMANNN  i love chutney......
0,got highly bored today scanning 24 pages for daddy. Had to do it! 
0,@misterphipps you cooked risotto without me!!??? 
0,Keeeerrrrriiiiii!!!!  I really have nothing better to do then post on this thing at 224am.....wonderfullll. Says alot.
0,YAY FOR BASEBALL SEASON! boo to yankees losing their first game 
0,LOST sucks  ... because i have to work today
0,omg exams killed me  how could i not know the difference between haif a circle and a hemisphere &lt
0,In bed... I suddenly feel  I wish MA was here w/me... Goodnight TwitterFam
0,@RachelCmrn I don't like goodnights 
0,Greaaat my lappy won't turn on  wtffffff
0,"@M4RKM  You stuck in traffic then? My journey was traffic free this morning, if it's any help."
0,Lookin like an all-nighter. I hate it when I do this to myself 
0,@vernonhamilton You're a stranger   
0,"Debbugging old VB6 code, the day could have started better . . .  "
0,@toddlington only a quarter of a percent babe  darn
0,"Coming down with a cold or bad allergies. Either way, I'm miserable! "
0,"Can't believe Cutner is dead on House! Sad day.  in Santa Rosa, CA http://loopt.us/ORPL3A"
0,Damnit I was really digging this season of Reaper  http://www.tv.com/story/13720.html?ref_story_id=13720&amp
0,"Gah, Comcast doubled our cable/internet bill w/out telling us, so we are quitting.  Can anyone suggest an affordable company in bay area?"
0,"Another early morn with the Duchess, although she hadn't managed to cross her legs this time "
0,@alexbigman you left without saying hi! 
0,"l want, but I can't sleep "
0,"@TracyDowds When an Xbox shows those three red lights, it means it's dead and needs to be fixed for a month at Microsoft HQ. "
0,"A king sized bed is nice but sad and lonely with no hubby, puppy, or kitty   I am over this whole conferenceing thing."
0,im boredd. gah  i wish i could just sleep and get it over with but ive had toooo muchh cooooffffeeeeeeeee  bahaha
0,@whyinthehell If I may butt in again.  I'm done being nosey.  sorry your conversation was just so interesting!
0,@smokey_robinson  you fell off my list...did I offend you?  
0,"18 weeks till sisters home.. i missed her call, again! its the worst feeling in the world. "
0,gonna try to get some sleep in this hotel room 
0,@chimpytwit brilliant idea. just bring as much as you think you'll spend &amp
0,@SimoneKali Get me an autograph and shout out! You have to record it though. My computer is dead so I can't listen. 
0,rt @KimKardashian Khloe just got fired from the Apprentice 
0,in biology class. my lip hurts 
0,Sorry for the next tweet... 
0,Grr not down to go to school today 
0,@jennlopez I had to get an HD tivo and just got it set up tonight in order to get channels 40 - 59. 
0,@mouthsex i asked everyone how they were doing yesterday and not a single tweet back 
0,@adame ruddy money!! i like it!! still waiting here.... oh what a surprise... by state too?? hmmm....... seriously!! 
0,@Kal_Penn I am so sad  Kutner was my favorite of the new team!!
0,@MarcusMims wow i didn't get an &quot
0,"bedtime, school tomorrow, and i still have no books  being broke suckssss"
0,Seating here helping my baby with his papers...well he is forcing me too seat with him  im sleepy
0,Synching my contacts from my old mobile to iPhone. Import does not work well 
0,i can't concentrate 
0,I've just spent 1 hour to enter all the bureaucratic nonsense for March. What a waste of my time 
0,Nw more confused then ever! 
0,"Not feeling well again. Stupid migraine making my tummy upset.  and my whole body aches, shoot me now."
0,Reading Buyology before bedtime... great premise but only turning out to be an &quot
0,"Home! I really wana sleep, but due to wasting my free line in town I have an assignment to finish "
0,@hellobebe I also send some updates in plurk but i upload photos on twitter!  you didnt see any of my updates on plurk? Zero? 
0,omg... &quot
0,"@cloudpimps d'oh! At least you're getting a decent exchange rate at the moment, sterling is still getting flogged "
0,tried to download tweetdeck but it wont download 
0,There's an inch of snow on the ground (and counting). I'm worried about the poor flowers 
0,@dweeman why aren't you a happy camper? 
0,"@dkoenigs thanks man.  I'm so very grateful.  I feel unworthy of such attention, though, because I'm in this because of myself... "
0,@t_wolfe  i miss u too. i'm totally comin back tho! Lastnight was sooooooo much fun!
0,@sniffinglue ohhh. I love it. ps I'm sad we didn't get to hang out 
0,And somehow I still end up in this place 
1,@jigardoshi neah.. i wish! just reminiscing  read the post in my last tweet ...
1,@MsTeagan ...and by the way: I rewatched Sun Goddess last night. You and Sasha was amazing. I could watch that movie over and over! 
1,@Dr3ezii you'll prolly wake up 2 this tweet..Hope ur day is gud and S T R E S S F R E E lol  text me.
1,has planned the young adult retreat with Valerie...and finally it's come! Going to be in Santa Cruz with bible study pals this weekend 
1,@AubreyODay Aubrey u gotta follow me  and r u still singing or what???
1,@Ammirelle  I love you 
1,The Gossip Girl season finale was AMAZING! I can't believe Dan and Serena's brother found them   Watching CSI:NY now 
1,@leafletter grats on all that 
1,@steph_davies Yeah. 
1,My shortest workout of the week but yet the one that had me sweat the most. Time to shower 
1,Heh got my sister using a Linux liveCD on her school laptop till she can have it sent in or they give me a xp serial 
1,is really looking forward to seeing @TheConeZone &quot
1,Is off to see amy! i've missed amy like so much too! and we get to watch twilight! what a great night! 
1,@GABBYiSACTiVE starbucks open this late? Lucky u 
1,@ticklemeAli do it all for the paper staxx! 
1,shopping 
1,@SupriyaMM not good. It's ~4:40pm here now....so really I can knock off in about 1/2 hr 
1,"@sleepycatt yep, they are. Hopefully later this week  Hope your leg's feeling better."
1,DJ Dax - The one who had the mad skills at school tonight! Check him out!  http://www.myspace.com/daxlewin
1,@MsBlackFoto I receive your DM but I cannot reply bcause u r not following me. Anyway thank you 
1,@tehlike Ok now it's serializing...now I just have to deserialize the interceptor and this LinFu 2.0 will have a serializable proxy 
1,"@realin Thanks ji, tussi great ho "
1,@taylorswift13 so i just got back from your show in az...one word amazing 
1,"@jawjjj great when you bake I will want to sample everything, not good "
1,Graduation party was a success.  I cleaned up everything &amp
1,"@BethxCore Hello, thanxx for the follow, how are you?  "
1,@pawwycute i love this song! 
1,says good morning loves! Woke up to THE most glowing feedback in Black Daisy. I'm sailing high.  http://plurk.com/p/veog3
1,Night tweet-a-leets  I have to find salim now !
1,@supahdupahwoah hey dude! I miss the David-David concert. David Archuleta was so cute. :d I hope they would come back here soon. 
1,@mizselle we're going to SD to shoot my friend's engagement photos.. also for DISNEYLAND 
1,"i`m so bored. :| hmpf. btw, i`m done editing some pics.  weeee. )"
1,"This woman is speaking Japanese to me..ummm, slow down..slow down.. Precious moments..! "
1,One more day of school and then a week off  I really need a tan!!!
1,and www.asiaclassifiedtoday.com its all about free posting of ads in the philippines and in asia if u like to post some  thanks
1,Just got back after a week and a half away from work. Still ... am really looking forward to a long weekend! 
1,@mikesage86 lol ur prob gona think its lame but im going to the Pussycat dolls concert tmrw night  thats my highlight. wat bout u?
1,Home with babes 
1,"Wooohoo! Waaaarrr! http://bit.ly/gbbpz  Weapon of choice: SoapUI  But first Groovy for token,token,token, @#$%Token"
1,WishEveryoneandMeGoodLuck! See Yah Twitter in 40 Hrs.! 
1,Pendulum's on   another plus to it: IT'S A LIVE VIDEO!!! &lt
1,Up since 7:00 am. Waaaay too early. [= Shopping today. I ? shoes.  SOme nice Nikes would be fine. I want that txt thing in germany! xD &lt
1,Weekend... YAY! Cold... YAY! Much yayness going on here 
1,@TahneishaN  thanks Mama T
1,@JayLostprophets thanks for the help. It's 4.98 on amazon so i'll go for that 
1,@amilya and thanks 4 sending hugs! I needed them 
1,"@Jonasbrothers I hope the guy from the road, the one that made you do the Yingo signal (Y), make you laght, I hope you came back to Chile "
1,Ugh. I need to sleep. Goodnight. 
1,@AngMoGirl sounds like singaporeans alright =p breatheeee 
1,I have the sweetest boyfriend ever 
1,I'm craving poison kisses. In the rain. 
1,"Time to turn in.  Goodnight, Tweeties...hasta luego "
1,@beist thank you thank you! 
1,@RadiumX have fun catch ya later 
1,"I love a boy who likes animals, especially dogs. Makes him that much hotter. "
1,@jeremi not really... they don't need such publicity i guess. 
1,@pocketedward but your one of the most loved action figures tho 
1,"http://twitpic.com/5ofuy - Me getting ready for the last time,looking like a right herbert "
1,@hot_biscuits cool thanks 
1,@jaykpurdy Damn When Youre Sleeping You Look Sooooooo  Damn HOT !! Well You Always Do Look Hot  !!... Love You So !! Liva __X
1,http://twitpic.com/5ofv3 - @ejr44 your pix slightly changed
1,Hi @midlifechick: Found you through @MrTweet. 
1,@sruthyskhan any invites going out for todays lunch???? am interested 
1,"@wetaworkshop Loved the last podcast! Richard mentioned some exciting stuff, and Shane is such a cool Kiwi. Nice job "
1,hahaha. i'm still learning about twitter... 
